distance_km,speed_kmph,altitude_m,radar_cross_section,heat_signature,signal_jamming,object_size,time_of_day,threat_level
19.039735882944445,1516.5263918580451,5109.062498719375,2.2042307962599272,70.68455308585055,0,16.237666157971095,1,1
47.56035816729085,49.17383291760302,1075.678332714765,8.606073510908196,44.56246242054871,0,18.093611190927614,0,0
36.733700119664555,44.24710305799451,6144.433423428481,2.860528295211523,455.62045680607946,0,11.2978338395222,1,1
30.13359496775331,647.2204382990825,4668.262425950904,4.251781640414042,103.16309549616578,0,24.309657099425625,0,0
8.222922701900607,977.2863808093315,10156.809596025141,3.35877602482139,412.4125757342551,0,15.936944354357369,0,3
8.221728756642031,1540.8148356155864,9086.688741790354,2.824282920045375,276.86912684249654,0,3.9440631316794685,1,2
3.3751388023258735,1366.5907532130104,5468.9059229631,12.403093178253938,48.149694608297104,1,4.307421182457357,0,2
43.37571921585929,891.8054127534966,3268.3883138248516,4.357042758147266,478.16961380465307,1,16.33734482182724,0,2
30.255193081288837,547.2533325633317,14820.539492333877,13.914144349780296,131.01097182602734,0,28.128821433089755,1,1
35.549592600904255,1994.2490003154223,6810.024317941723,14.551905227643344,431.22621922277716,0,9.596387589447863,0,2
1.5189324676422211,852.3626044719459,10324.113536703555,8.61178100206275,92.71690283443645,0,26.151464481346938,0,1
48.51053768201872,902.7740486593509,2108.2945136754115,2.2307167277193236,428.4320122495079,0,23.04081980407694,0,2
41.705910719620874,327.24764238333836,7283.845494890967,5.68076882635576,16.48211832359405,1,7.810467065753752,1,1
11.01078597857467,1589.6190974998588,413.0507980419823,11.986210723888389,260.7724237190455,1,1.5720520753291525,1,2
9.50033587675148,1387.3644515629774,7581.826768656749,5.574121857586349,387.02686391656283,0,3.5044943217002906,1,2
9.578523237744974,441.53922557752077,14460.261106765534,1.3965565527115524,468.0498035714638,1,21.990571048499486,1,3
15.559991026497118,164.7620912316854,5763.100694787004,8.39609517283,455.5090467411787,1,6.390257272199078,1,2
26.475443365795773,1360.9986041494262,584.9401886236739,12.692300687290919,411.616186078346,0,11.452492154909116,0,2
21.88127842278473,1309.0224285622705,464.3368637901529,11.959303168438186,445.213761334039,0,15.300125397189532,0,2
14.915842439803075,546.5190539964186,5819.801399203042,2.7093347879422636,107.61764606016749,0,21.901310969279802,1,0
30.786718288757783,1901.7271245008208,2400.3740469479108,10.124192754745755,149.2503048987471,0,3.8403210861441988,0,1
7.404946102276071,302.11578356180047,350.2814449227887,3.385513525191142,151.59457721131866,1,12.487808955685114,0,1
14.961160102493299,864.6696020852038,11343.204209252652,3.3512922648273666,194.75642619083243,0,14.809650819709514,0,1
18.634911243037738,1887.2318403351978,6877.84513322836,13.123669422247259,202.72712848874247,1,16.45439838716042,0,2
23.075464218743278,839.4546338522446,4338.671579589818,3.8200673958294296,276.832109080791,0,24.641638921158894,1,0
39.366210088954176,1277.051895328171,13501.24774524721,4.022385463118367,88.34108404955627,1,5.564506753774899,1,3
10.383852216838807,795.1887959255886,1742.0844030078842,0.10973552234336337,348.71086525513476,0,24.331027828885357,0,1
25.954604701473773,548.43040469734,14338.782434329789,13.072968608470212,92.10760425920817,0,20.93991361705124,0,1
29.824521158671104,1967.9552959196565,4709.500760660292,11.909662716816108,162.0511562312283,1,16.8981890188693,1,2
2.7992954296398875,818.6680126300861,13326.055084630218,9.447201132851102,256.63911399701544,1,21.13607217687587,0,2
30.573470169121197,1788.198407358269,9044.143147191922,11.27895988268875,400.25587514650385,1,12.654523299073864,0,3
8.94094412252093,459.90921178217235,12400.610396122313,2.365523654624928,372.3399242869764,0,4.582728786059675,0,2
3.7200538527713363,426.2094080501666,14760.197448156965,6.929021559354874,326.3118346411559,1,20.140074587828337,1,3
47.469834094039996,62.26816576902272,4326.081567281186,5.333168871496835,86.32889768428338,1,15.977833047225857,1,1
48.29878563719069,1303.3336507517702,14417.032281113894,1.4972702412295458,278.0522193516331,1,19.361556616011878,0,3
40.515668731764826,737.0526874475223,5842.228423536305,7.343344229702368,52.84878588194387,1,10.470964040340455,0,1
15.578381574081849,1728.7164996792742,5782.678571053835,13.819020790105267,194.90795663035888,1,27.252564031525157,0,2
5.334769643316002,946.4198133831143,5105.806563817585,0.6968808738553478,212.62309984208,1,17.82741112297952,0,2
34.369534812351766,1936.3868558294434,8121.114110213778,4.442767611057529,29.507605328419373,1,3.0193732865807776,0,3
22.287548440110264,371.0510314062423,2312.1756476773066,3.192359949464982,144.2541687402862,1,13.769217725780646,0,1
6.540892624816552,1737.2463359112216,8305.672280370167,3.6483851396188753,478.26823896057977,1,22.812503614937214,1,3
25.011257050507876,1553.1937055834835,8125.572186150061,13.635674823002692,477.27997783654786,0,23.926969571102035,1,3
2.2022317952033106,1541.843689288104,11428.52718907305,7.074228908090923,182.64025658374425,0,15.090613056530884,0,2
45.51135990289971,1689.5664562337754,12504.749429063784,7.0478612528033,31.119053384678786,1,26.895053339523383,1,3
13.309609089200837,1522.0479818859978,6606.620254686361,11.432577072583706,97.75652027080896,0,8.396218897231778,0,1
33.294853075522106,1252.4406432628307,4534.998740272406,2.4019338396733945,202.18671878243467,0,12.612661568528864,0,1
15.929698266425842,262.48975536477514,3890.023459756417,7.360253776090756,474.4120520049226,1,27.008608861784616,1,2
26.243367048301636,65.05235898250383,2919.357550573079,6.50677969040379,79.1875411332206,1,26.939573135911576,1,1
27.562158827492343,1841.6956956313736,864.7137329853732,8.993969289145177,384.122763397424,1,20.728526680328088,0,3
9.650295548513588,1233.300629041476,5136.7196825207,14.993409778431534,63.25444429359912,1,25.839926140105494,0,2
48.49443907434565,1593.0745819523527,4053.715381961749,11.564788521822502,490.81621292172565,1,3.1188113752088635,1,3
38.86907475637517,963.0447030251001,14496.26078799611,6.028198974959665,196.99208456347614,1,26.0173517981294,1,3
47.00519760742736,234.61637792478896,8365.632393750659,12.4305404788833,389.8649240605375,0,9.95828724323169,0,2
44.79395384616862,250.3715844051009,5209.155585457614,2.643554613355955,177.8696305774546,1,5.760779616632382,0,1
30.096048951148713,1371.1305744579427,8707.01401490544,0.5539089260035058,317.55774980781626,0,7.561410172090367,0,3
46.13277463364428,860.6117897989254,2087.9505201854327,3.146280749717669,104.08788152261799,1,12.83007098640967,1,1
4.880378851570015,401.0494534006734,6660.656238033043,5.172132186102469,81.55029945551165,1,7.910164135831783,0,1
10.201151689747688,983.1890934828738,9393.514821315957,7.707653286147442,469.6514283883843,0,9.956743787486722,1,3
2.7387508010716344,128.41787415026818,7333.467476886771,9.265424194063877,459.64716617317237,1,4.481865339113442,0,2
16.603851372781584,1163.9428038287977,6026.682009814864,13.668025186494884,444.85978070431236,1,9.237214583990456,1,3
19.73952583962936,537.9868088701953,14907.725833495473,7.6968247423018195,316.4623905816308,0,17.382372528989034,1,2
13.931777072807847,1595.1182012743764,13204.721432233906,7.569007104923368,406.05142349597634,1,13.534684388686387,1,3
41.522506703020504,620.7239178471475,9351.089372391602,0.8486208463624337,43.82809908657371,0,10.72820345645938,1,1
18.15928967133267,910.4402981636024,8540.660417734241,0.6201821345777347,174.04663052643278,1,22.520337801284864,0,3
14.406258229525347,23.24107981620127,9309.90719736876,8.312283432553944,163.71453113100654,1,26.858544156102877,1,2
27.3634561163333,144.89377558911775,3019.6816173364987,6.628861337400333,321.4662077567805,0,22.825282075620713,1,1
7.475749136250751,784.9871128133697,5927.066148964779,12.603787885206449,184.41930900061385,1,10.294020712471536,1,1
40.20875054732496,959.877669434247,591.8929933634897,2.4941258122064935,82.7683230054036,0,22.461043951207834,0,1
4.190256862148656,1200.0410962386075,7133.1905623024,0.472077765544039,302.2688669526364,0,4.983415382984511,0,2
49.35090336172561,583.3251574186065,8145.368759364947,6.790677642158875,409.0481211278499,0,4.3443806486930825,0,2
38.72611608018454,1389.9637722530852,3416.2460415481437,3.638430495608637,197.24051228538687,1,10.69599759256669,0,2
10.336426235941534,1720.244794378409,14460.432707482705,0.8392541627486779,74.81167039825604,1,24.327219886799682,0,3
0.7733447976183188,1559.7019777866997,13641.81916405863,10.89651447402967,106.3772166832833,0,7.767273293647905,0,2
40.86534070851429,79.2376506967143,10832.148531838588,1.7627356993629875,126.36681953299815,1,2.3659755625110477,1,2
35.48943852045705,961.0138945156579,8000.799431480439,9.163960550115798,156.94982056732275,1,4.385431288587475,1,3
36.58585481802887,209.86035683634975,13049.537394715275,4.287641277486649,324.96958454809146,1,25.832976571622616,1,3
38.67788216095431,484.0900317250549,1959.7851573519438,2.6850911502898285,304.4632874234823,0,19.196606900044983,0,1
4.165210260837473,1973.325186534293,11857.646914123276,5.75829769149783,351.0791321678492,1,7.969434319414312,1,3
18.244053562941495,284.99108580302646,1872.3122095027245,12.041542065722009,187.62597242044146,0,16.88122684718135,1,0
6.235518446493921,997.7763069027121,11913.15993824108,5.942194295878133,413.7588494211894,1,16.06359886154784,0,3
43.22361958084188,1236.3114686362383,4136.513523770354,11.28646777324473,110.00295396632254,1,19.835361363999507,1,2
31.35325727796412,1404.929941088208,13156.358715272834,1.9697458223073454,239.82996628389543,0,7.379032855437681,0,2
16.879452230206134,1119.2973669738283,14160.631407380968,11.614294153009679,402.45997355530085,1,25.999888122234733,1,3
